question,answer
It would be great if you could help me reserve a taxi,Absolutely! When would you like to arrive?
I would like to arrive by 16:00.,Where are you departing from?
I'm at Sheep's green and lammas land park fen causeway.,I'd love to help! Where is the destination?
"I am looking for a place with free parking, Internet is not required.","Alright, there about 30 or so hotels that would work. Did you prefer a certain area or price range?"
"I don't really have an area or price range in mind at the moment, but I am looking for a place that's a guesthouse.","alright, that narrowed the results down to 21 guesthouses. is there a star rating you are particularly interested in?"
There really isn't any particular star rating I'm interested in.,May I suggest the Acorn Guest House? It's moderately-priced in the north.
"Please tell me its star rating, phone number and address.",The guesthouse has 4 stars. The address is 154 chesteron road. The phone number is 01223353888. Would you like for me to book it?
"yes, it is perfect",What day will you be arriving? I also need to know how many people there will be and how long you will be staying.
There will be 8 of us and I am also looking for a moderate priced restaurant in the center for 11:15 on Saturday. Please send me the reference number.,Let's get your hotel booked first. I will need to know how many days you'd like to stay and what day you want to begin your stay please.
I need some tourist information please. I need to know about a hotel called the arbury lodge guest house.,The arbury lodge guesthouse is in the north area and has a moderate pricerange. It is 4 stars and has free parking and internet.
I would like to book a stay for 3 people for 2 nights starting from Tuesday.,Good news I was able to get this for you. Reference I4DXHDJL . Can I help you find other things to do in the area as well?
"I am also looking to eat somewhere expensive, in the South area of town.","There are two Chinese, one Indian, one Italian, and one Mexican restaurants. Which of those would you like?"
I would like the Italian place please.,Frankie and Benny's is an expensive restaurant which is expensive would you like for me to book it?
"Yeah, book for 3 people on tuesday at 18:30 and give me the reference number",Your booking is complete and the reference number is VVBM497N .
I'm looking for a guesthouse in the centre of town. Can you find one for me?,El Shaddai is located at 41 Warkworth Street. They offer free internet and parking.
"How many stars does El Shaddai have, I'm looking for a place that is at least a 3 star location?","El shaddai has 0, but alexander bed and breakfast has a 4 star rating."
"It's really important to me to have 3 stars, no more, no less. Are there any hotels that match that description?","The Gonville Hotel is a hotel, not a guest house, but it has 3 stars and is in the city centre. Will that work for you?"
"That will work. Can you make a reservation for 8 people, please?","Yes, what dates would you like me to reserve that for?"
Starting Sunday and for 3 nights please.,How many people will be staying at the hotel?
For 8 people please. Can I also get the reference number?,Yes I am happy to say I was able to book that hotel for you. The reference number is KVV2ZTNK .
"am looking for a train,it should leave after 14:15 and should depart from london kings cross",Is your destination Cambridge or another location?
"Yes, my destination is cambridge.",What day would you like that train? The TR8842 train departs Friday at 15:17 would you like me to book?
I'm looking for a guesthouse that has free wifi preferably in the centre. Can you help me?,I'll recommend Alexander Bed and Breakfast that is rated 4 stars. Their phone number is 01223525725
Can you book a room for me and send me the reference number please.,how long will your stay be?
We are going to be staying for 2 nights beginning Saturday.,"I'd be happy to help with your request, but first I'll need to know how many people will be staying?"
There will be 7 people staying.,I have successfully booked 2 nights for 7 people at the Alexander Bed and Breakfast. Your reference number is D4MCY7TT . Is there anything else I can help you with?
i am looking for a place to dine. the restaurant should be in the cheap price range and should serve swedish food.,"Unfortunately, I am not able to find any Swedish cuisine in the Cambridge area. Can I look up another type of restaurant for you?"
Darn. How about trying a Portuguese place?,Yes! You can try nandos city centre. Need a reservation?
"Yes, please. Can you reserve a table on Friday for 1 person at 17:45 please?",Done! Your table will be reserved for 15 minutes. Your reference number is RYED8GWK . Is there anything else that I can help you with?
